model_id,topic,question,option_A,option_B,option_C,option_D,answer,explanation
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-fp16-gguf,"Obesity, lipids & nutrition","A 55-year-old man presents with polyuria and polydipsia.
His BMI is 30 kg/m2.",What is the best next step?,What is the best next step?,What is the best next step?,What is the best next step?,A,"...
TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: B
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
ROLE: The text states, 'Obesity is a major risk factor for cardiovascular disease, type 2 diabetes, and some cancers.'
A. ..."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-fp16-gguf,Endocrine neoplasia & hereditary syndromes,,,,,,,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-fp16-gguf,Pediatric endocrinology & growth/puberty,,,,,,,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Diabetes mellitus & hypoglycemia,A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,A,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Thyroid disorders,A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,A,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Adrenal disorders,A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,A,"...
TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Adrenal disorders
Now write ONE NEW MCQ for this topic.
Question: A 55-year-"
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pituitary & hypothalamic disorders,A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,A,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Calcium, parathyroid & metabolic bone disease",A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,B,"...
TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: D
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: B
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: D
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: C
Explanation: ...

TOPIC: Bone health
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Female reproductive endocrinology,A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,A,"...
TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Female reproductive endocrinology
Now write ONE NEW MCQ for this topic"
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Male reproductive endocrinology,"Male reproductive endocrinology
A 55-year-old man presents with polyuria and polydipsia. What is the best next step?",...,...,...,...,A,"...
TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Male reproductive endocrinology
Now write ONE"
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Obesity, lipids & nutrition",A 55-year-old man presents with polyuria and polydipsia. What is the best next step?,...,...,...,...,A,"...
TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids & nutrition
Now write ONE NEW MCQ for this topic.
Question: A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Obesity, lipids"
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Endocrine neoplasia & hereditary syndromes,"Endocrine neoplasia & hereditary syndromes
A 55-year-old man presents with polyuria and polydipsia.",What is the best next step?,What is the best next step?,What is the best next step?,What is the best next step?,A,"...
TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: A
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: B
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: D
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: B
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
Explanation: ...

TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: B
TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ for this topic.
Endocrine neoplasia & hereditary syndromes
A. ...
B. ...
C. ...
D. ...
Answer: C
TOPIC: Endocrine neoplasia & hereditary syndromes
Now write ONE NEW MCQ"
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pediatric endocrinology & growth/puberty,<scenario stem + question line>,...,...,...,...,A,"...
TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
Now write ONE NEW MCQ for this topic.
Question: <scenario stem + question line>
A) ...
B) ...
C) ...
D) ...
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology"
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Diabetes mellitus & hypoglycemia,"A 60-year-old woman with type 2 diabetes presents with confusion, sweating, and shaking. Her blood glucose is 45 mg/dL. She is on insulin therapy.",Administer glucose,Administer glucagon,Administer oral glucose,Administer a carbohydrate-rich snack,C,Oral glucose is the first-line treatment for conscious hypoglycemia in patients with diabetes. Glucagon is used for severe hypoglycemia in unconscious patients.
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Thyroid disorders,"A 45-year-old woman presents with weight loss, palpitations, and heat intolerance. Her TSH is suppressed, and free T4 is elevated. She also has a diffuse goiter on examination.",Subacute thyroiditis,Graves' disease,Toxic multinodular goiter,Thyroid cancer,B,"A: - Incorrect: Subacute thyroiditis typically presents with a painful thyroid gland and a transient hyperthyroid phase followed by hypothyroidism.
B: - Correct: Graves' disease is the most common cause of hyperthyroidism and is characterized by suppressed TSH, elevated free T4, and a diffuse goiter. It is often associated with eye symptoms.
C: - Incorrect: Toxic multinodular goiter can cause hyperthyroidism but usually presents with multiple nodules rather than a diffuse goiter.
D: - Incorrect: Thyroid cancer does not typically cause hyperthyroidism or a diffuse goiter."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Adrenal disorders,"A 45-year-old woman presents with weight gain, facial rounding, and purple striae. Her 24-hour urinary free cortisol is elevated, and an overnight dexamethasone suppression test shows inadequate cortisol suppression.",Pituitary MRI,Adrenal CT scan,Low-dose dexamethasone suppression test,Serum ACTH level,A,"A: - Correct: Pituitary MRI is the next step to evaluate for a pituitary adenoma (Cushing's disease) when there is evidence of endogenous Cushing's syndrome and inadequate cortisol suppression on the dexamethasone test.
B: - Incorrect: Adrenal CT scan is used to evaluate adrenal glands for hyperplasia or adenomas, but pituitary MRI is the first step in this scenario.
C: - Incorrect: The low-dose dexamethasone suppression test is used to screen for Cushing's syndrome, but it is not the next step after confirming elevated cortisol and inadequate suppression.
D: - Incorrect: Serum ACTH level is used to differentiate between ACTH-dependent and ACTH-independent Cushing's syndrome, but pituitary MRI is the next step in this case."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Pituitary & hypothalamic disorders,"A 45-year-old woman presents with progressive visual field loss, headaches, and bitemporal hemianopsia. MRI reveals a pituitary macroadenoma compressing the optic chiasm. She also reports fatigue, weight loss, and cold intolerance.",Transsphenoidal surgery,Transsphenoidal surgery followed by radiotherapy,High-dose glucocorticoid therapy,High-dose levothyroxine therapy,A,"A: - Correct: Transsphenoidal surgery is the first-line treatment for pituitary macroadenomas causing mass effect symptoms like visual field loss. It also addresses potential hypopituitarism.
B: - Incorrect: Radiotherapy is considered if the tumor is not fully resected or if it recurs, but it is not the initial treatment for a symptomatic macroadenoma.
C: - Incorrect: High-dose glucocorticoids are used for adrenal crisis or Cushing's disease, not for hypothyroidism or pituitary adenomas causing mass effect.
D: - Incorrect: High-dose levothyroxine is used for hypothyroidism, but it does not address the mass effect of a pituitary adenoma."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,"Calcium, parathyroid & metabolic bone disease","A 60-year-old woman with a history of osteoporosis presents with fatigue, bone pain, and constipation. Her serum calcium is 11.5 mg/dL, and PTH is elevated. What is the most likely diagnosis?",Primary hyperparathyroidism,Secondary hyperparathyroidism,Tertiary hyperparathyroidism,Vitamin D deficiency,A,"A: - Correct: Primary hyperparathyroidism is characterized by elevated calcium and PTH levels, leading to bone pain and osteoporosis.
B: - Incorrect: Secondary hyperparathyroidism is seen in chronic kidney disease and would not cause elevated calcium.
C: - Incorrect: Tertiary hyperparathyroidism occurs after long-standing secondary hyperparathyroidism and is not the most likely diagnosis here.
D: - Incorrect: Vitamin D deficiency causes hypocalcemia, not hypercalcemia."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Female reproductive endocrinology,"A 32-year-old woman presents with primary amenorrhea. She has normal breast development and axillary hair, but no pubic hair. Pelvic ultrasound is normal. What is the most likely diagnosis?",Turner syndrome,Androgen insensitivity syndrome,Mullerian agenesis,Hypogonadotropic hypogonadism,B,"A: - Incorrect: Turner syndrome typically presents with primary amenorrhea, short stature, and streak gonads, with absent or scant pubic and axillary hair due to gonadal failure.
B: - Correct: Androgen insensitivity syndrome (AIS) is characterized by a 46,XY karyotype with testes that produce testosterone, but the body is resistant to androgens. This leads to female external genitalia, normal breast development (due to aromatization of testosterone to estrogen), scant or absent pubic/axillary hair (due to lack of androgen action), and primary amenorrhea (due to absent Mullerian structures). The uterus is typically absent on ultrasound.
C: - Incorrect: Mullerian agenesis (MRKH syndrome) presents with primary amenorrhea, normal breast and axillary hair, and normal ovaries, but a uterus and upper vagina are absent. The karyotype is 46,XX. Pelvic ultrasound would show an absent uterus.
D: - Incorrect: Hypogonadotropic hypogonadism would present with primary or secondary amenorrhea, but pubic and axillary hair development would be normal or increased, and breast development would be delayed or absent in women."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Male reproductive endocrinology,"A 45-year-old man presents with decreased libido, erectile dysfunction, and a history of infertility. His serum testosterone is low, and LH and FSH are also low. What is the most likely diagnosis?",Primary hypogonadism,Secondary hypogonadism,Hyperprolactinemia,Klinefelter syndrome,B,"A: - Incorrect: Primary hypogonadism is characterized by low testosterone with elevated LH and FSH due to testicular failure.
B: - Correct: Secondary hypogonadism is due to a pituitary or hypothalamic problem, leading to low LH, FSH, and testosterone levels.
C: - Incorrect: Hyperprolactinemia can cause hypogonadism, but it would typically present with elevated prolactin levels, which are not mentioned.
D: - Incorrect: Klinefelter syndrome is a genetic cause of primary hypogonadism, characterized by elevated FSH and LH."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,"Obesity, lipids & nutrition",A 50-year-old woman with a BMI of 32 presents for a routine check-up. She has a history of hypertension and hyperlipidemia. Her diet is high in processed foods and she is physically inactive.,Start a low-carbohydrate diet,Recommend weight loss through diet and exercise,Prescribe a statin,Refer for bariatric surgery,B,"A: While low-carbohydrate diets can be effective for weight loss, a comprehensive approach that includes both diet and exercise is generally recommended for long-term success and cardiovascular risk reduction.
C: Statins are used for managing hyperlipidemia, but weight loss is a more fundamental intervention for her overall health.
D: Bariatric surgery is typically considered for individuals with a BMI > 40 or those who have failed conservative weight loss efforts. B is the best initial approach for this patient."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Endocrine neoplasia & hereditary syndromes,A 28-year-old woman with a history of medullary thyroid carcinoma and pheochromocytoma presents for genetic counseling. She also has a family history of parathyroid adenomas. Which gene mutation is most likely responsible for her condition?,RET,VHL,NF1,MEN1,A,"A: - Correct: Medullary thyroid carcinoma, pheochromocytoma, and parathyroid adenomas are characteristic of Multiple Endocrine Neoplasia type 2 (MEN2), which is caused by activating mutations in the RET proto-oncogene.
B: - Incorrect: VHL disease is associated with pheochromocytomas, renal cell carcinomas, and hemangioblastomas, but not medullary thyroid carcinoma.
C: - Incorrect: NF1 is associated with neurofibromas, café-au-lait spots, and pheochromocytomas, but not medullary thyroid carcinoma.
D: - Incorrect: MEN1 is associated with parathyroid hyperplasia, pancreatic tumors, and pituitary adenomas, but not medullary thyroid carcinoma."
